"","id","A biblioteca disp<U+00F4>s das refer<U+00EA>ncias bibliogr<U+00E1>ficas que os estudantes necessitaram.","A coordenacao do curso esteve disponivel para orientacao acad<U+00EA>mica dos estudantes.","A fundamentacao teorica oferecida no curso de Licenciatura foi suficiente para sua compreensao sobre a educacao escolar e sua preparacao para o exercicio da doc<U+00EA>ncia?","A instituicao contou com biblioteca virtual ou conferiu acesso a obras disponiveis em acervos virtuais.","A instituicao disp<U+00F4>s de quantidade suficiente de funcion<U+00E1>rios para o apoio administrativo e acad<U+00EA>mico.","A instituicao disp<U+00F4>s de refeitorio, cantina e banheiros em condicoes adequadas que atenderam as necessidades dos seus usu<U+00E1>rios.","A instituicao ofereceu oportunidades para os estudantes atuarem como representantes em orgaos colegiados.","A instituicao promoveu atividades de cultura, de lazer e de interacao social.","Alguem em sua familia concluiu um curso superior?","Algum dos grupos abaixo foi determinante para voc<U+00EA> enfrentar dificuldades durante seu curso superior e conclui-lo?","Ao longo da sua trajetoria acad<U+00EA>mica, voc<U+00EA> recebeu algum tipo de auxilio perman<U+00EA>ncia? No caso de haver mais de uma opcao, marcar apenas a bolsa de maior duracao.","bolsa","As atividades acad<U+00EA>micas desenvolvidas dentro e fora da sala de aula possibilitaram reflexao, conviv<U+00EA>ncia e respeito <U+00E0> diversidade.","As atividades pr<U+00E1>ticas foram suficientes para relacionar os conteudos do curso com a pr<U+00E1>tica, contribuindo para sua formacao profissional.","As atividades realizadas durante seu trabalho de conclusao de curso contribuiram para qualificar sua formacao profissional","As avaliacoes da aprendizagem realizadas durante o curso foram compativeis com os conteudos ou temas trabalhados pelos professores.","As condicoes de infraestrutura das salas de aula foram adequadas.","As disciplinas cursadas contribuiram para sua formacao integral, como cidadao e profissional.","As metodologias de ensino utilizadas no curso desafiaram voc<U+00EA> a aprofundar conhecimentos e desenvolver compet<U+00EA>ncias reflexivas e criticas.","As refer<U+00EA>ncias bibliogr<U+00E1>ficas indicadas pelos professores nos planos de ensino contribuiram para seus estudos e aprendizagens.","As relacoes professor-aluno ao longo do curso estimularam voc<U+00EA> a estudar e aprender.","Ate que etapa de escolarizacao seu pai concluiu?","Ate que etapa de escolarizacao sua mae concluiu?","Durante o curso de graduacao voc<U+00EA> participou de programas e/ou atividades curriculares no exterior?","Em qual etapa/modalidade de ensino voc<U+00EA> realizou seu est<U+00E1>gio curricular obrigatorio?","Em qual turno voc<U+00EA> realizou o est<U+00E1>gio curricular obrigatorio?","Em que instituicao voc<U+00EA> realizou seu est<U+00E1>gio curricular obrigatorio? Assinale a alternativa mais relevante para voc<U+00EA>.","Em que tipo de escola voc<U+00EA> cursou o ensino medio?","Em que unidade da Federacao voc<U+00EA> concluiu o ensino medio?","Excetuando-se os livros indicados na bibliografia do seu curso, quantos livros voc<U+00EA> leu neste ano?","Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensao universit<U+00E1>ria.","Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciacao cientifica e de atividades que estimularam a investigacao acad<U+00EA>mica.","Foram oferecidas oportunidades para os estudantes realizarem intercambios e/ou est<U+00E1>gios fora do pais.","Foram oferecidas oportunidades para os estudantes realizarem intercambios e/ou est<U+00E1>gios no pais.","Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formacao.","No curso voc<U+00EA> teve oportunidade de aprender a trabalhar em equipe.","No decorrer do est<U+00E1>gio curricular obrigatorio, voc<U+00EA> teve adequado acompanhamento de um ou mais professores da instituicao em que estagiou?","No decorrer do est<U+00E1>gio curricular obrigatorio, voc<U+00EA> teve suficiente orientacao e supervisao de professores do seu curso?","O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.","O curso contribuiu para o desenvolvimento da sua consCiencia etica para o exercicio profissional.","O curso contribuiu para voc<U+00EA> ampliar sua capacidade de comunicacao nas formas oral e escrita.","O curso disponibilizou monitores ou tutores para auxiliar os estudantes.","O curso exigiu de voc<U+00EA> organizacao e dedicacao frequente aos estudos.","O curso favoreceu a articulacao do conhecimento teorico com atividades pr<U+00E1>ticas.","O curso ofereceu condicoes para os estudantes participarem de eventos internos e/ou externos <U+00E0> instituicao.","O curso possibilitou aumentar sua capacidade de reflexao e argumentacao.","O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre solucoes para problemas da sociedade.","O curso propiciou acesso a conhecimentos atualizados e/ou contemporaneos em sua <U+00E1>rea de formacao.","O curso propiciou experi<U+00EA>ncias de aprendizagem inovadoras.","O est<U+00E1>gio supervisionado proporcionou experi<U+00EA>ncias diversificadas para a sua formacao.","Onde e com quem voc<U+00EA> mora atualmente?","Onde voc<U+00EA> pretende atuar daqui a cinco anos?","Os ambientes e equipamentos destinados as aulas pr<U+00E1>ticas foram adequados ao curso.","Os conteudos abordados nas disciplinas do curso favoreceram sua atuacao em est<U+00E1>gios ou em atividades de iniciacao profissional.","Os equipamentos e materiais disponiveis para as aulas pr<U+00E1>ticas foram adequados para a quantidade de estudantes.","Os estudantes participaram de avaliacoes periodicas do curso (disciplinas, atuacao dos professores, infraestrutura).","Os planos de ensino apresentados pelos professores contribuiram para o desenvolvimento das atividades acad<U+00EA>micas e para seus estudos.","Os professores apresentaram disponibilidade para atender os estudantes fora do hor<U+00E1>rio das aulas.","Os professores demonstraram dominio dos conteudos abordados nas disciplinas.","Os professores utilizaram tecnologias da informacao e comunicacao (TICs) como estrategia de ensino (projetor multimidia, laboratorio de inform<U+00E1>tica, ambiente virtual de aprendizagem).","Qual a principal razao para voc<U+00EA> ter escolhido a Licenciatura?","Qual a principal razao para voc<U+00EA> ter escolhido a sua instituicao de educacao superior?","renda","Qual a sua nacionalidade?","situacao_trabalho","situacao_financeira","Qual e a sua cor ou raca?","Qual modalidade de ensino medio voc<U+00EA> concluiu?","Qual o principal motivo para voc<U+00EA> ter escolhido este curso?","Qual o seu estado civil?","Quantas horas de est<U+00E1>gio curricular obrigatorio voc<U+00EA> integralizou?","horas_estudo","Quantas pessoas da sua familia moram com voc<U+00EA>? Considere seus pais, irmaos, c<U+00F4>njuge, filhos e outros parentes que moram na mesma casa com voc<U+00EA>.","Que tipo de bolsa de estudos ou financiamento do curso voc<U+00EA> recebeu para custear todas ou a maior parte das mensalidades? No caso de haver mais de uma opcao, marcar apenas a bolsa de maior duracao.","Quem lhe deu maior incentivo para cursar a graduacao?","Se voc<U+00EA> tem experi<U+00EA>ncia no magisterio, em qual etapa/modalidade atuou? Assinale a alternativa mais relevante para voc<U+00EA>.","Seu ingresso no curso de graduacao se deu por meio de politicas de acao afirmativa ou inclusao social?","Voc<U+00EA> j<U+00E1> tem experi<U+00EA>ncia profissional no magisterio, qual a forma de contrato? Assinale a alternativa mais relevante para voc<U+00EA>.","Voc<U+00EA> pretende exercer o magisterio apos o termino do curso?","Voc<U+00EA> teve oportunidade de aprendizado de idioma estrangeiro na Instituicao?","Voc<U+00EA> vivenciou, durante o curso de graduacao, experi<U+00EA>ncias pedagogicas que gostaria de proporcionar aos seus futuros alunos?","NU_ANO","CO_IES","CO_CATEGAD","CO_ORGACAD","CO_GRUPO","CO_CURSO","CO_MODALIDADE","CO_MUNIC_CURSO","CO_UF_CURSO","CO_REGIAO_CURSO","NU_IDADE","TP_SEXO","ANO_FIM_EM","ANO_IN_GRAD","CO_TURNO_GRADUACAO","TP_INSCRICAO_ADM","TP_INSCRICAO","TP_PRES","TP_SCE_D1","TP_SCE_D2","TP_SCE_D3","NT_GER","NT_FG","NT_OBJ_FG","NT_DIS_FG","NT_FG_D1","NT_FG_D1_PT","NT_FG_D1_CT","NT_FG_D2","NT_FG_D2_PT","NT_FG_D2_CT","NT_CE","CO_RS_I9","NOME_CURSO","Codigo Mantenedora","CNPJ","Natureza Juridica","Instituicao(IES)","Sigla","Endereco","Municipio","UF","Organizacao Acad<U+00EA>mica","Categoria","Categoria Administrativa","IGC","Ano IGC","area_curso","totalAreaCurso"
"1",1,5,5,"Sim, em grande parte",2,5,4,2,4,"Sim","Pais","Nenhum","Nenhum",5,5,5,4,4,6,6,5,4,"Ensino Fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Ensino fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Nao participei","Ensino Fundamental <U+2013> anos finais","Matutino","Escola publica","Todo em escola publica","Rio grande do norte (RN)                            51","Um ou dois",4,4,1,1,4,5,"Sim, em grande parte do tempo","Sim, em grande parte do tempo",5,6,5,6,6,5,4,5,6,5,5,6,"Em casa ou apartamento, com pais e/ou parentes","Em escola publica, como professor",4,3,4,3,4,2,4,5,"Tive professores que me inspiraram","Qualidade/reputacao","A - (ate R$ 1.405,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados pela minha familia ou por outras pessoas","Amarela","Ensino medio tradicional","Outro motivo","Solteiro(a)","De 101 a 200",0,"Duas","Nenhum, pois meu curso e gratuito","Pais","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Ainda nao decidi","Nao","Sim, em grande parte do tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,24,"F",2010,2014,1,0,1,555,555,555,555,36.4,45.6,25,76.5,58,70,55,95,75,100,33.3,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"2",2,1,6,"Sim, em grande parte",2,4,4,4,6,"Nao","Colegas de curso ou amigos","Auxilio perman<U+00EA>ncia","Bolsa de monitoria/tutoria",6,5,4,3,4,6,6,5,3,"Ensino Fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Ensino fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Nao participei","Ensino Fundamental <U+2013> anos finais","Vespertino","Escola publica","Todo em escola publica","Cear<U+00E1> (CE)                                                          50","Mais de oito",5,5,1,3,4,5,"Sim, em grande parte do tempo","Sim, em grande parte do tempo",5,6,6,5,6,4,4,6,6,6,4,6,"Em casa ou apartamento, com pais e/ou parentes","Em escola publica, como professor",3,5,3,5,4,4,6,2,"Importancia da profissao","Qualidade/reputacao","A - (ate R$ 1.405,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados por programas governamentais","Parda","Ensino medio tradicional","Vocacao","Solteiro(a)","Ate 100",0,"Quatro","Bolsa oferecida pela propria instituicao","Ninguem","Ensino Fundamental <U+2013> anos finais","Nao","Sim, em escola publica, com contrato tempor<U+00E1>rio (nao concursado)","Sim, como atuacao profissional principal","Nao","Sim, em grande parte do tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,23,"M",2013,2014,1,0,1,555,555,555,555,66.3,78.8,75,84.5,95,75,100,74,70,75,62.1,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"3",3,4,6,"Sim, em grande parte",NA,5,5,NA,5,"Nao","Nao tive dificuldade","Nenhum","Outro tipo de bolsa acad<U+00EA>mica",5,3,NA,5,4,5,6,5,5,"Ensino Medio","Ensino medio","Nao participei","Ensino Fundamental <U+2013> anos finais","Vespertino","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","De tres a cinco",6,6,NA,NA,5,6,"Sim, durante todo o tempo","Sim, durante todo o tempo",6,6,6,6,6,4,6,6,6,5,6,5,"Em casa ou apartamento, com pais e/ou parentes","Em escola publica, como professor",NA,5,NA,5,5,5,6,5,"Acredito ser minha vocacao","Qualidade/reputacao","A - (ate R$ 1.405,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados pela minha familia ou por outras pessoas","Branca","Ensino medio tradicional","Vocacao","Solteiro(a)","Ate 100",0,"tres","Nenhum, pois meu curso e gratuito","Pais","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Sim, como atuacao profissional principal","Nao","Apenas em algumas disciplinas/situacoes",2017,2564,1,10028,2402,13405,1,2503704,25,2,24,"M",2010,2013,1,0,1,555,555,555,555,27.3,48.5,37.5,65,77,65,80,53,65,50,20.2,"C","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"4",4,3,5,"Sim, em grande parte",NA,4,4,4,4,"Sim","Irmaos, primos ou tios","Nenhum","Bolsa de extensao",6,4,NA,4,3,4,4,5,4,"Ensino Fundamental: 6<U+00BA> ao 9<U+00BA> ano (5<U+00AA> a 8<U+00AA> serie)","Ensino fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Nao participei","Ensino Fundamental <U+2013> anos finais","Vespertino","Escola publica","Todo em escola privada (particular)","Paraiba (PB)                                                      52","Mais de oito",5,4,NA,NA,4,5,"Sim, em grande parte do tempo","Sim, em grande parte do tempo",5,5,6,4,5,4,4,6,5,4,4,5,"Em casa ou apartamento, com pais e/ou parentes","Em outro campo de atuacao profissional nao vinculado <U+00E0> educacao",3,4,4,4,5,3,4,3,"Importancia da profissao","Gratuidade","B - (R$ 1.405,51 a R$ 2.811,00)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados pela minha familia ou por outras pessoas","Branca","Ensino medio tradicional","Outro motivo","Solteiro(a)","De 101 a 200",0,"Quatro","Nenhum, pois meu curso e gratuito","Pais","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Ainda nao decidi","Nao","Apenas em algumas disciplinas/situacoes",2017,2564,1,10028,2402,13405,1,2503704,25,2,21,"F",2013,2014,1,0,1,555,333,555,555,54.6,68.9,62.5,78.5,65,65,65,92,60,100,49.8,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"5",6,5,2,"Sim, em grande parte",2,5,6,4,3,"Sim","Pais","Nenhum","Nenhum",5,2,2,3,2,4,1,4,3,"Ensino Fundamental: 6<U+00BA> ao 9<U+00BA> ano (5<U+00AA> a 8<U+00AA> serie)","Ensino medio","Nao participei","Ensino Fundamental <U+2013> anos finais","Noturno","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","De tres a cinco",5,5,1,1,1,3,"Sim, durante todo o tempo","Sim, durante todo o tempo",4,5,3,3,4,6,6,5,6,4,5,3,"Em casa ou apartamento, com pais e/ou parentes","Em escola publica, como professor",2,2,2,2,3,4,5,3,"e uma boa carreira","Gratuidade","A - (ate R$ 1.405,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados pela minha familia ou por outras pessoas","Parda","Ensino medio tradicional","Baixa concorr<U+00EA>ncia para ingresso","Solteiro(a)","Ate 100",0,"Cinco","Nenhum, pois meu curso e gratuito","Pais","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Ainda nao decidi","Nao","Sim, em grande parte do tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,24,"M",2010,2013,4,0,1,555,555,555,555,34.8,48.9,37.5,66,61,45,65,71,75,70,30.1,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"6",7,2,1,"Apenas em algumas disciplinas/situacoes",1,2,4,1,1,"Nao","Outro grupo","Nenhum","Nenhum",1,1,NA,1,1,NA,6,1,2,"Ensino Medio","Ensino fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Nao participei","Ensino Medio","Noturno","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","De tres a cinco",1,2,1,1,2,4,"Sim, durante todo o tempo","Sim, durante todo o tempo",4,6,5,4,5,1,5,5,3,1,3,4,"Em casa ou apartamento, com pais e/ou parentes","Em outro campo de atuacao profissional nao vinculado <U+00E0> educacao",1,NA,1,1,3,2,6,2,"Outra razao","Proximidade da minha resid<U+00EA>ncia","A - (ate R$ 1.405,50)","Brasileira","Trabalho 40 horas semanais ou mais","Tenho renda, mas recebo ajuda da familia ou de outras pessoas para financiar meus gastos","Parda","Ensino medio tradicional","Outro motivo","Solteiro(a)","Ate 100",0,"Quatro","Nenhum, pois meu curso e gratuito","Ninguem","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Ainda nao decidi","Nao","Apenas em algumas disciplinas/situacoes",2017,2564,1,10028,2402,13405,1,2503704,25,2,33,"M",2005,2011,4,0,1,555,555,555,555,44.2,51.7,37.5,73,74,90,70,72,60,75,41.7,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"7",8,5,6,"Sim, completamente",NA,5,6,6,5,"Nao","Pais","Nenhum","Nenhum",6,6,6,6,2,6,6,6,6,"Nenhuma","Nenhuma","Nao participei","Ensino Fundamental <U+2013> anos finais","Noturno","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","De seis a oito",NA,6,NA,NA,6,6,"Sim, em grande parte do tempo","Sim, em grande parte do tempo",6,6,6,5,6,6,6,6,6,6,6,6,"Em casa ou apartamento, com c<U+00F4>njuge e/ou filhos","Em escola publica, como professor",2,6,2,6,6,6,6,6,"Acredito ser minha vocacao","Qualidade/reputacao","A - (ate R$ 1.405,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados pela minha familia ou por outras pessoas","Parda","Ensino medio tradicional","Vocacao","Solteiro(a)","De 201 a 300",0,"Quatro","Nenhum, pois meu curso e gratuito","Pais","Ensino Fundamental <U+2013> anos finais","Nao","Sim, em escola publica, com contrato tempor<U+00E1>rio (nao concursado)","Sim, como atuacao profissional principal","Nao","Sim, durante todo o tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,28,"F",2009,2010,4,0,1,555,336,336,336,34.1,30,50,0,0,0,0,0,0,0,35.4,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"8",9,5,6,"Sim, em grande parte",6,5,5,6,5,"Sim","Colegas de curso ou amigos","Nenhum","Bolsa de monitoria/tutoria",5,6,6,6,5,6,5,5,5,"Ensino Superior - Graduacao","Ensino fundamental: 6<U+00BA> ao 9<U+00BA> ano (5<U+00AA> a 8<U+00AA> serie)","Nao participei","Ensino Fundamental <U+2013> anos finais","Matutino","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","Mais de oito",6,6,6,5,6,5,"Sim, em grande parte do tempo","Sim, em grande parte do tempo",6,6,6,5,5,5,5,6,6,5,6,6,"Em casa ou apartamento, com pais e/ou parentes","Em escola/instituicao publica, na gestao educacional",5,6,5,5,6,6,5,5,"Acredito ser minha vocacao","Gratuidade","C - (R$ 2.811,01 a R$ 4.216,50)","Brasileira","Trabalho de 21 a 39 horas semanais","Tenho renda, mas recebo ajuda da familia ou de outras pessoas para financiar meus gastos","Branca","Ensino medio tradicional","Vocacao","Solteiro(a)","Ate 100",0,"tres","Nenhum, pois meu curso e gratuito","Ninguem","Nao tenho experi<U+00EA>ncia no magisterio","Sim, por ter estudado em escola publica ou particular com bolsa de estudos","Nao tenho experi<U+00EA>ncia no magisterio","Sim, como atuacao profissional principal","Sim, somente na modalidade presencial","Sim, durante todo o tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,21,"M",2013,2014,1,0,1,555,333,555,555,38.9,59.4,50,73.5,75,75,75,72,80,70,32.1,"D","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"9",10,3,6,"Sim, em grande parte",4,3,3,6,4,"Sim","Nao tive dificuldade","Auxilio alimentacao","Bolsa de extensao",6,3,NA,3,3,5,5,4,4,"Ensino Medio","Ensino fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Nao participei","Ensino Fundamental <U+2013> anos finais","Vespertino","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","Um ou dois",6,5,2,3,3,6,"Apenas em algumas disciplinas/situacoes","Sim, em grande parte do tempo",6,5,5,5,5,3,4,6,6,5,6,6,"Em casa ou apartamento, com pais e/ou parentes","Em escola publica, como professor",NA,6,NA,4,5,4,5,4,"Outra razao","Gratuidade","C - (R$ 2.811,01 a R$ 4.216,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados pela minha familia ou por outras pessoas","Parda","Ensino medio tradicional","Outro motivo","Solteiro(a)","De 301 a 400",0,"Sete ou mais","Nenhum, pois meu curso e gratuito","Pais","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Sim, como atuacao profissional principal","Nao","Sim, em grande parte do tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,23,"F",2013,2014,1,0,1,555,555,333,333,47.6,62.2,50,80.5,69,65,70,92,60,100,42.7,"E","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
"10",11,5,6,"Sim, em grande parte",NA,3,5,4,4,"Nao","Nao recebi apoio para enfrentar dificuldades","Outro tipo de auxilio","Bolsa de monitoria/tutoria",6,4,6,5,5,5,5,6,5,"Ensino Fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Ensino fundamental: 1<U+00BA> ao 5<U+00BA> ano (1<U+00AA> a 4<U+00AA> serie)","Nao participei","Ensino Fundamental <U+2013> anos finais","Matutino","Escola publica","Todo em escola publica","Paraiba (PB)                                                      52","De tres a cinco",5,2,2,5,4,6,"Sim, durante todo o tempo","Sim, em grande parte do tempo",6,4,6,5,5,4,4,5,5,5,6,4,"Em casa ou apartamento, com pais e/ou parentes","Em outro campo de atuacao profissional nao vinculado <U+00E0> educacao",5,4,5,3,5,4,6,NA,"Importancia da profissao","Proximidade da minha resid<U+00EA>ncia","A - (ate R$ 1.405,50)","Brasileira","Nao estou trabalhando","Nao tenho renda e meus gastos sao financiados por programas governamentais","Parda","Ensino medio tradicional","Outro motivo","Solteiro(a)","De 201 a 300",0,"tres","Nenhum, pois meu curso e gratuito","Ninguem","Nao tenho experi<U+00EA>ncia no magisterio","Nao","Nao tenho experi<U+00EA>ncia no magisterio","Sim, mas esta nao ser<U+00E1> a minha atuacao profissional principal","Nao","Sim, em grande parte do tempo",2017,2564,1,10028,2402,13405,1,2503704,25,2,20,"M",2013,2014,1,0,1,555,555,555,555,41.4,45.1,37.5,56.5,67,75,65,46,50,45,40.2,"B","Historia (Licenciatura)",14341,"05.055.128/0001-76","Pessoa Juridica de Direito Publico - Federal","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG)","UFCG","Rua Aprigio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongo","Campina Grande","PB","Universidade","Publica","Publica Federal",4,2016,"HUMANAS",569
